Entry	Gene names	Entry name
Q96GE6	CALML4	CALL4_HUMAN
P62158	CALM1 CALM CAM CAM1; CALM2 CAM2 CAMB; CALM3 CALML2 CAM3 CAMC CAMIII	CALM_HUMAN
P40123	CAP2	CAP2_HUMAN
P57730	CARD18 ICEBERG UNQ5804/PRO19611	CAR18_HUMAN
Q8N4J0	CARNMT1 C9orf41	CARME_HUMAN
P55212	CASP6 MCH2	CASP6_HUMAN
Q86V15	CASZ1 CST SRG ZNF693	CASZ1_HUMAN
P04040	CAT	CATA_HUMAN
P43235	CTSK CTSO CTSO2	CATK_HUMAN
P43234	CTSO CTSO1	CATO_HUMAN
P56202	CTSW	CATW_HUMAN
Q9UBR2	CTSZ	CATZ_HUMAN
P51636	CAV2	CAV2_HUMAN
Q53QW1	C2orf57	CB057_HUMAN
A6NGG8	C2orf71	CB071_HUMAN
Q96IY4	CPB2	CBPB2_HUMAN
Q8IVL8	CPO	CBPO_HUMAN
Q9Y646	CPQ LCH1 PGCP	CBPQ_HUMAN
Q8N4T8	CBR4 SDR45C1	CBR4_HUMAN
P83916	CBX1 CBX	CBX1_HUMAN
O95503	CBX6	CBX6_HUMAN
Q9Y3M2	CBY1 ARB1 C22orf2 CBY PGEA1 HRIHFB2025	CBY1_HUMAN
Q5JPI3	C3orf38	CC038_HUMAN
Q6ZRV3	LINC00696 C3orf74	CC074_HUMAN
Q9BWC9	CCDC106	CC106_HUMAN
Q8TBZ0	CCDC110 KMHN1	CC110_HUMAN
Q6ZUS5	CCDC121	CC121_HUMAN
A6NGH7	CCDC160	CC160_HUMAN
P0CW27	CCDC166	CC166_HUMAN
Q5T5S1	CCDC183 KIAA1984	CC183_HUMAN
Q9BUN5	CCDC28B	CC28B_HUMAN
A0ZSE6	TMEM30C CDC50C	CC50C_HUMAN
Q8N9Z2	CCDC71L C7orf74	CC71L_HUMAN
A6NKD9	CCDC85C	CC85C_HUMAN
A6NC98	CCDC88B BRLZ	CC88B_HUMAN
Q5VVM6	CCDC30 PFDN6L	CCD30_HUMAN
Q7RTU4	BHLHA9 BHLHF42	BHA09_HUMAN
Q13323	BIK NBK	BIK_HUMAN
Q9UBW5	BIN2 BRAP1	BIN2_HUMAN
Q13075	NAIP BIRC1	BIRC1_HUMAN
Q13490	BIRC2 API1 MIHB RNF48	BIRC2_HUMAN
Q86UB2	BIVM	BIVM_HUMAN
Q6QNY0	BLOC1S3 BLOS3	BL1S3_HUMAN
A8MY62	LACTBL1	BLML_HUMAN
P54132	BLM RECQ2 RECQL3	BLM_HUMAN
Q7L1Q6	BZW1 BZAP45 KIAA0005	BZW1_HUMAN
Q9Y4F5	CEP170B FAM68C KIAA0284	C170B_HUMAN
P0DN25	C1GALT1C1L	C1C1L_HUMAN
Q9NS00	C1GALT1	C1GLT_HUMAN
Q8TCZ2	CD99L2 MIC2L1 UNQ1964/PRO4486	C99L2_HUMAN
Q9BV19	C1orf50	CA050_HUMAN
Q8N6N3	C1orf52 BAG GM117	CA052_HUMAN
Q9BRT7	LINC00467 C1orf97	CA097_HUMAN
Q5T0L3	C1orf111 HSD20	CA111_HUMAN
Q9NSG2	C1orf112	CA112_HUMAN
Q9NWV4	C1orf123	CA123_HUMAN
Q96MR7	C1orf145	CA145_HUMAN
Q8N1D5	C1orf158	CA158_HUMAN
Q96HA4	C1orf159 UNQ2998/PRO9739	CA159_HUMAN
Q5SNV9	C1orf167	CA167_HUMAN
Q6ZWK4	C1orf186	CA186_HUMAN
P05937	CALB1 CAB27	CALB1_HUMAN
P22676	CALB2 CAB29	CALB2_HUMAN
P30988	CALCR	CALCR_HUMAN
P01258	CALCA CALC1	CALC_HUMAN
Q8TD86	CALML6 CAGLP CALGP	CALL6_HUMAN
P49913	CAMP CAP18 FALL39 HSD26	CAMP_HUMAN
Q9HC96	CAPN10 KIAA1845	CAN10_HUMAN
P07384	CAPN1 CANPL1 PIG30	CAN1_HUMAN
O15484	CAPN5 NCL3	CAN5_HUMAN
Q9Y6W3	CAPN7 PALBH	CAN7_HUMAN
Q8WVQ1	CANT1 SHAPY	CANT1_HUMAN
Q9ULU8	CADPS CAPS CAPS1 KIAA1121	CAPS1_HUMAN
P47756	CAPZB	CAPZB_HUMAN
Q9BWT7	CARD10 CARMA3	CAR10_HUMAN
Q16568	CARTPT CART	CART_HUMAN
P55210	CASP7 MCH3	CASP7_HUMAN
Q14790	CASP8 MCH5	CASP8_HUMAN
P07339	CTSD CPSD	CATD_HUMAN
Q9UBX1	CTSF	CATF_HUMAN
Q7Z7H3	CATIP C2orf62	CATIP_HUMAN
P47755	CAPZA2	CAZA2_HUMAN
Q68DN1	C2orf16	CB016_HUMAN
Q08AI8	C2orf54	CB054_HUMAN
Q2NKX9	C2orf68	CB068_HUMAN
P23435	CBLN1	CBLN1_HUMAN
Q8IUK8	CBLN2 UNQ1892/PRO4338	CBLN2_HUMAN
Q6UW01	CBLN3 UNQ755/PRO1486	CBLN3_HUMAN
P22681	CBL CBL2 RNF55	CBL_HUMAN
Q6UXQ4	C2orf66 UNQ6411/PRO21186	CB066_HUMAN
P48052	CPA2	CBPA2_HUMAN
Q9UI42	CPA4 CPA3 UNQ694/PRO1339	CBPA4_HUMAN
P14384	CPM	CBPM_HUMAN
O75828	CBR3	CBR3_HUMAN
Q8IUF1	CBWD2	CBWD2_HUMAN
A6NM15	CBWD7	CBWD7_HUMAN
Q13185	CBX3	CBX3_HUMAN
Q9UK00	C3orf18	CC018_HUMAN
A6NLC5	C3orf70	CC070_HUMAN
Q8IYK2	CCDC105	CC105_HUMAN
Q8WV48	CCDC107 PSEC0222	CC107_HUMAN
Q96EE4	CCDC126 UNQ786/PRO1605	CC126_HUMAN
A4D256	CDC14C CDC14B2	CC14C_HUMAN
Q8IYT3	CCDC170 C6orf97	CC170_HUMAN
Q8N715	CCDC185 C1orf65	CC185_HUMAN
H7C350	CCDC188	CC188_HUMAN
Q86UF4	CCDC190 C1orf110	CC190_HUMAN
Q9NV96	TMEM30A C6orf67 CDC50A	CC50A_HUMAN
Q96LY2	CCDC74B	CC74B_HUMAN
Q49A88	CCDC14	CCD14_HUMAN
Q86WR0	CCDC25	CCD25_HUMAN
Q8IVM0	CCDC50 C3orf6	CCD50_HUMAN
Q8NEL0	CCDC54	CCD54_HUMAN
Q4VC31	CCDC58	CCD58_HUMAN
Q9H2F9	CCDC68	CCD68_HUMAN
Q6ZRK6	CCDC73	CCD73_HUMAN
Q76M96	CCDC80 DRO1 URB HBE245	CCD80_HUMAN
Q6ZN84	CCDC81	CCD81_HUMAN
Q86UT8	CCDC84 DLNB14	CCD84_HUMAN
Q9H6F5	CCDC86 CYCLON	CCD86_HUMAN
Q7Z6B0	CCDC91 GGABP HSD8	CCD91_HUMAN
Q2M329	CCDC96	CCD96_HUMAN
O95273	CCNDBP1 DIP1 GCIP HHM	CCDB1_HUMAN
Q9Y3X0	CCDC9	CCDC9_HUMAN
I3L3R5	CCER2	CCER2_HUMAN
Q06432	CACNG1 CACNLG	CCG1_HUMAN
Q9Y698	CACNG2	CCG2_HUMAN
Q9UBN1	CACNG4	CCG4_HUMAN
Q9BXT2	CACNG6	CCG6_HUMAN
P62955	CACNG7	CCG7_HUMAN
Q8TD31	CCHCR1 C6orf18 HCR	CCHCR_HUMAN
P06307	CCK	CCKN_HUMAN
Q16663	CCL15 MIP5 NCC3 SCYA15	CCL15_HUMAN
Q92583	CCL17 SCYA17 TARC	CCL17_HUMAN
O00626	CCL22 MDC SCYA22 A-152E5.1	CCL22_HUMAN
P80075	CCL8 MCP2 SCYA10 SCYA8	CCL8_HUMAN
P24863	CCNC	CCNC_HUMAN
Q6ZMN8	CCNI2	CCNI2_HUMAN
Q8IV13	CCNJL	CCNJL_HUMAN
O60563	CCNT1	CCNT1_HUMAN
P51684	CCR6 CKRL3 CMKBR6 GPR29 STRL22	CCR6_HUMAN
P51686	CCR9 GPR28	CCR9_HUMAN
Q17RF5	C4orf26	CD026_HUMAN
P21127	CDK11B CDC2L1 CDK11 PITSLREA PK58	CD11B_HUMAN
A8MXV6	CDRT15L2	CD15L_HUMAN
Q13740	ALCAM MEMD	CD166_HUMAN
P06126	CD1A	CD1A_HUMAN
P29016	CD1B	CD1B_HUMAN
P15812	CD1E	CD1E_HUMAN
Q5ZPR3	CD276 B7H3 PSEC0249 UNQ309/PRO352	CD276_HUMAN
P10747	CD28	CD28_HUMAN
P16671	CD36 GP3B GP4	CD36_HUMAN
P04234	CD3D T3D	CD3D_HUMAN
P29965	CD40LG CD40L TNFSF5 TRAP	CD40L_HUMAN
Q08722	CD47 MER6	CD47_HUMAN
P09326	CD48 BCM1 BLAST1	CD48_HUMAN
P13987	CD59 MIC11 MIN1 MIN2 MIN3 MSK21	CD59_HUMAN
O43866	CD5L API6 UNQ203/PRO229	CD5L_HUMAN
Q07108	CD69 CLEC2C	CD69_HUMAN
P30203	CD6	CD6_HUMAN
P11912	CD79A IGA MB1	CD79A_HUMAN
P60033	CD81 TAPA1 TSPAN28	CD81_HUMAN
P27701	CD82 KAI1 SAR2 ST6 TSPAN27	CD82_HUMAN
Q01151	CD83	CD83_HUMAN
Q12834	CDC20	CDC20_HUMAN
Q16543	CDC37 CDC37A	CDC37_HUMAN
O75419	CDC45 CDC45L CDC45L2 UNQ374/PRO710	CDC45_HUMAN
Q99459	CDC5L KIAA0432 PCDC5RP	CDC5L_HUMAN
Q9BXL8	CDCA4 HEPP	CDCA4_HUMAN
Q9BWT1	CDCA7 JPO1	CDCA7_HUMAN
P32320	CDA CDD	CDD_HUMAN
Q8N8D9	C5orf56	CE056_HUMAN
Q5SW79	CEP170 FAM68A KAB KIAA0470	CE170_HUMAN
O15078	CEP290 BBS14 KIAA0373 NPHP6	CE290_HUMAN
Q8IYX8	CEP57L1 C6orf182 CEP57R	CE57L_HUMAN
Q9BRT8	CBWD1	CBWD1_HUMAN
Q4V339	CBWD6	CBWD6_HUMAN
O95931	CBX7	CBX7_HUMAN
Q9HC52	CBX8 PC3 RC1	CBX8_HUMAN
Q86Z20	CCDC125 KENAE	CC125_HUMAN
Q6ZP82	CCDC141 CAMDI	CC141_HUMAN
Q6ZUS6	CCDC149	CC149_HUMAN
Q494R4	CCDC153	CC153_HUMAN
Q569K6	CCDC157 KIAA1656	CC157_HUMAN
Q8NDH2	CCDC168 C13orf40	CC168_HUMAN
P0C7W6	CCDC172 C10orf96	CC172_HUMAN
Q9NQR7	CCDC177 C14orf162 PLPL	CC177_HUMAN
Q5TID7	CCDC181 C1orf114	CC181_HUMAN
Q7Z3E2	CCDC186 C10orf118	CC186_HUMAN
Q8NHW4	CCL4L1 CCL4L LAG1 SCYA4L1; CCL4L2 CCL4L SCYA4L2	CC4L_HUMAN
Q8IX12	CCAR1 CARP1 DIS	CCAR1_HUMAN
Q8N163	CCAR2 DBC1 KIAA1967	CCAR2_HUMAN
O60826	CCDC22 CXorf37 JM1	CCD22_HUMAN
Q2M243	CCDC27	CCD27_HUMAN
Q8N5R6	CCDC33	CCD33_HUMAN
Q502W7	CCDC38	CCD38_HUMAN
Q2TAC2	CCDC57	CCD57_HUMAN
Q9Y6R9	CCDC61	CCD61_HUMAN
Q6P9F0	CCDC62	CCD62_HUMAN
Q6NSX1	CCDC70	CCD70_HUMAN
A2IDD5	CCDC78 C16orf25 JFP10	CCD78_HUMAN
Q9NVE4	CCDC87	CCD87_HUMAN
Q9BQI4	CCDC3	CCDC3_HUMAN
P32238	CCKAR CCKRA	CCKAR_HUMAN
P55774	CCL18 AMAC1 DCCK1 MIP4 PARC SCYA18	CCL18_HUMAN
Q99731	CCL19 ELC MIP3B SCYA19	CCL19_HUMAN
Q9Y4X3	CCL27 ILC SCYA27	CCL27_HUMAN
P80098	CCL7 MCP3 SCYA6 SCYA7	CCL7_HUMAN
P30279	CCND2	CCND2_HUMAN
Q9UK58	CCNL1 BM-001 UNQ530/PRO1073	CCNL1_HUMAN
Q8ND76	CCNY C10orf9 CBCP1 CFP1	CCNY_HUMAN
P51677	CCR3 CMKBR3	CCR3_HUMAN
O00421	CCRL2 CCR11 CCR6 CKRX CRAM HCR	CCRL2_HUMAN
Q6IQ19	CCSAP C1orf96 CSAP	CCSAP_HUMAN
Q8N7R7	CCNYL1	CCYL1_HUMAN
Q99440	LINC01587 AC1 C4orf6	CD006_HUMAN
Q8IY42	C4orf19	CD019_HUMAN
P08571	CD14	CD14_HUMAN
Q86Y33	CDC20B G6VTS76519	CD20B_HUMAN
Q15762	CD226 DNAM1	CD226_HUMAN
P20273	CD22 SIGLEC2	CD22_HUMAN
Q9HCU0	CD248 CD164L1 TEM1	CD248_HUMAN
P25063	CD24 CD24A	CD24_HUMAN
P11049	CD37 TSPAN26	CD37_HUMAN
P09693	CD3G T3G	CD3G_HUMAN
P20963	CD247 CD3Z T3Z TCRZ	CD3Z_HUMAN
P19397	CD53 MOX44 TSPAN25	CD53_HUMAN
Q13319	CDK5R2 NCK5AI	CD5R2_HUMAN
Q96GN5	CDCA7L HR1 JPO2 R1	CDA7L_HUMAN
P30260	CDC27 ANAPC3 D0S1430E D17S978E	CDC27_HUMAN
Q6P1J9	CDC73 C1orf28 HRPT2	CDC73_HUMAN
Q9NYV4	CDK12 CRK7 CRKRS KIAA0904	CDK12_HUMAN
Q14004	CDK13 CDC2L CDC2L5 CHED KIAA1791	CDK13_HUMAN
P24941	CDK2 CDKN2	CDK2_HUMAN
Q5MAI5	CDKL4	CDKL4_HUMAN
Q16667	CDKN3 CDI1 CIP2 KAP	CDKN3_HUMAN
P38936	CDKN1A CAP20 CDKN1 CIP1 MDA6 PIC1 SDI1 WAF1	CDN1A_HUMAN
P49918	CDKN1C KIP2	CDN1C_HUMAN
P42771	CDKN2A CDKN2 MTS1	CDN2A_HUMAN
P55273	CDKN2D	CDN2D_HUMAN
Q92903	CDS1 CDS	CDS1_HUMAN
Q9H211	CDT1	CDT1_HUMAN
Q8NAS9	C5orf17	CE017_HUMAN
P06731	CEACAM5 CEA	CEAM5_HUMAN
P31997	CEACAM8 CGM6	CEAM8_HUMAN
P17676	CEBPB TCF5 PP9092	CEBPB_HUMAN
Q9BXW7	CECR5	CECR5_HUMAN
P09093	CELA3A ELA3 ELA3A	CEL3A_HUMAN
P07199	CENPB	CENPB_HUMAN
Q9H3R5	CENPH ICEN35	CENPH_HUMAN
Q7L2Z9	CENPQ C6orf139	CENPQ_HUMAN
P31944	CASP14	CASPE_HUMAN
Q13166	CATR1	CATR1_HUMAN
Q96KX2	CAPZA3 CAPAA3 GSG3	CAZA3_HUMAN
Q6UX34	C2orf82 UNQ830/PRO1757	CB082_HUMAN
Q9H9S4	CAB39L	CB39L_HUMAN
Q3SXR2	C3orf36	CC036_HUMAN
A1A4F0	PQLC2L C3orf55	CC055_HUMAN
F5H4A9	C3orf80	CC080_HUMAN
Q96M63	CCDC114	CC114_HUMAN
Q96HB5	CCDC120 JM11	CC120_HUMAN
Q96BQ5	CCDC127	CC127_HUMAN
Q9H6E4	CCDC134	CC134_HUMAN
Q17RM4	CCDC142 PSEC0243	CC142_HUMAN
A5D8V7	CCDC151	CC151_HUMAN
P0C7I6	CCDC159	CC159_HUMAN
A6NF36	CCDC182	CC182_HUMAN
Q52MB2	CCDC184 C12orf68	CC184_HUMAN
Q9Y3C0	CCDC53 AD-016 CGI-116 x0009	CCD53_HUMAN
Q8IV32	CCDC71	CCD71_HUMAN
Q567U6	CCDC93	CCD93_HUMAN
Q96F63	CCDC97	CCD97_HUMAN
Q16204	CCDC6 D10S170 TST1	CCDC6_HUMAN
O60359	CACNG3	CCG3_HUMAN
Q8WXS5	CACNG8 CACNG6	CCG8_HUMAN
P53701	HCCS CCHL	CCHL_HUMAN
P51671	CCL11 SCYA11	CCL11_HUMAN
Q99616	CCL13 MCP4 NCC1 SCYA13	CCL13_HUMAN
Q16627	CCL14 NCC2 SCYA14	CCL14_HUMAN
P22362	CCL1 SCYA1	CCL1_HUMAN
P78556	CCL20 LARC MIP3A SCYA20	CCL20_HUMAN
O00585	CCL21 SCYA21 UNQ784/PRO1600	CCL21_HUMAN
O15444	CCL25 SCYA25 TECK	CCL25_HUMAN
Q9NRJ3	CCL28 SCYA28	CCL28_HUMAN
Q9BSQ5	CCM2 C7orf22 PP10187	CCM2_HUMAN
P20248	CCNA2 CCN1 CCNA	CCNA2_HUMAN
P14635	CCNB1 CCNB	CCNB1_HUMAN
P24385	CCND1 BCL1 PRAD1	CCND1_HUMAN
P51959	CCNG1 CCNG CYCG1	CCNG1_HUMAN
P51946	CCNH	CCNH_HUMAN
Q5T5M9	CCNJ	CCNJ_HUMAN
O75909	CCNK CPR4	CCNK_HUMAN
Q9ULG6	CCPG1 CCP8 CPR8 KIAA1254	CCPG1_HUMAN
P46092	CCR10 GPR2	CCR10_HUMAN
P51685	CCR8 CKRL1 CMKBR8 CMKBRL2	CCR8_HUMAN
Q9H7U1	CCSER2 FAM190B KIAA1128 NPD012	CCSE2_HUMAN
P86791	CCZ1 C7orf28A CGI-43	CCZ1_HUMAN
Q8WVX3	C4orf3	CD003_HUMAN
Q53FE4	C4orf17	CD017_HUMAN
Q9NPF0	CD320 8D6A UNQ198/PRO224	CD320_HUMAN
P16070	CD44 LHR MDU2 MDU3 MIC4	CD44_HUMAN
P01730	CD4	CD4_HUMAN
P06127	CD5 LEU1	CD5_HUMAN
P08962	CD63 MLA1 TSPAN30	CD63_HUMAN
P32970	CD70 CD27L CD27LG TNFSF7	CD70_HUMAN
Q9BWV3	CDADC1	CDAC1_HUMAN
Q9UJX2	CDC23 ANAPC8	CDC23_HUMAN
Q99618	CDCA3 C8 GRCC8 TOME1	CDCA3_HUMAN
Q96FF9	CDCA5	CDCA5_HUMAN
Q00537	CDK17 PCTAIRE2 PCTK2	CDK17_HUMAN
Q8IZL9	CDK20 CCRK CDCH	CDK20_HUMAN
Q00535	CDK5 CDKN5	CDK5_HUMAN
P49336	CDK8	CDK8_HUMAN
P50750	CDK9 CDC2L4 TAK	CDK9_HUMAN
P34820	BMP8B BMP8	BMP8B_HUMAN
Q9Y6E2	BZW2 HSPC028 MSTP017	BZW2_HUMAN
O75973	C1QL1 C1QRF CRF CTRP14	C1QRF_HUMAN
P60827	C1QTNF8 UNQ5829/PRO19648	C1QT8_HUMAN
P00736	C1R	C1R_HUMAN
P09871	C1S	C1S_HUMAN
P11586	MTHFD1 MTHFC MTHFD	C1TC_HUMAN
Q6UB35	MTHFD1L FTHFSDC1	C1TM_HUMAN
B1AJZ1	C1orf196	CA196_HUMAN
Q8N6G1	LINC00337 C1orf211 NCRNA00337	CA211_HUMAN
Q8NC38	ZNF436-AS1 C1orf213	CA213_HUMAN
A1L170	C1orf226	CA226_HUMAN
Q8N1I8	CACTIN-AS1 C19orf29-AS1 C19orf29OS	CAAS1_HUMAN
Q9Y376	CAB39 MO25 CGI-66	CAB39_HUMAN
Q9Y6J0	CABIN1 KIAA0330	CABIN_HUMAN
Q9BTV7	CABLES2 C20orf150	CABL2_HUMAN
Q9P1Z2	CALCOCO1 KIAA1536 PP13275 UNQ2436/PRO4996	CACO1_HUMAN
Q13137	CALCOCO2 NDP52	CACO2_HUMAN
P55287	CDH11	CAD11_HUMAN
O75309	CDH16 UNQ695/PRO1340	CAD16_HUMAN
Q13634	CDH18 CDH14	CAD18_HUMAN
Q9UJ99	CDH22 C20orf25	CAD22_HUMAN
P12830	CDH1 CDHE UVO	CADH1_HUMAN
P33151	CDH5	CADH5_HUMAN
P55285	CDH6	CADH6_HUMAN
Q9BY67	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1	CADM1_HUMAN
P35218	CA5A CA5	CAH5A_HUMAN
P43166	CA7	CAH7_HUMAN
Q16602	CALCRL CGRPR	CALRL_HUMAN
O43852	CALU	CALU_HUMAN
Q9UMQ6	CAPN11	CAN11_HUMAN
A8MX76	CAPN14	CAN14_HUMAN
P20807	CAPN3 CANP3 CANPL3 NCL1	CAN3_HUMAN
Q9Y6Q1	CAPN6 CALPM CANPX	CAN6_HUMAN
P63098	PPP3R1 CNA2 CNB	CANB1_HUMAN
Q86VP6	CAND1 KIAA0829 TIP120 TIP120A	CAND1_HUMAN
Q01518	CAP1 CAP	CAP1_HUMAN
Q8WWF8	CAPSL	CAPSL_HUMAN
Q92851	CASP10 MCH4	CASPA_HUMAN
P31415	CASQ1 CASQ	CASQ1_HUMAN
O14958	CASQ2	CASQ2_HUMAN
P41180	CASR GPRC2A PCAR1	CASR_HUMAN
Q03135	CAV1 CAV	CAV1_HUMAN
P52907	CAPZA1	CAZA1_HUMAN
Q580R0	C2orf27A; C2orf27B	CB027_HUMAN
Q8N535	LINC00471 C2orf52	CB052_HUMAN
Q8N801	C2orf61	CB061_HUMAN
Q5U5Z8	AGBL2 CCP2	CBPC2_HUMAN
Q8NEM8	AGBL3 CCP3	CBPC3_HUMAN
Q96MI9	AGBL1 CCP4	CBPC4_HUMAN
Q5VU57	AGBL4 CCP6	CBPC6_HUMAN
O75976	CPD	CBPD_HUMAN
Q66K79	CPZ	CBPZ_HUMAN
Q5JTY5	CBWD3	CBWD3_HUMAN
Q9HBI5	C3orf14 HT021	CC014_HUMAN
Q8IYX3	CCDC116	CC116_HUMAN
Q5T0U0	CCDC122	CC122_HUMAN
A6NNP5	CCDC169 C13orf38	CC169_HUMAN
Q6TFL3	CCDC171 C9orf93	CC171_HUMAN
H3BU77	CCDC179	CC179_HUMAN
A1A4V9	CCDC189 C16orf93	CC189_HUMAN
Q8NCU4	CCDC191 KIAA1407	CC191_HUMAN
Q8IWP9	CCDC28A C6orf80	CC28A_HUMAN
Q3MIR4	TMEM30B CDC50B	CC50B_HUMAN
Q96AQ1	CCDC74A	CC74A_HUMAN
Q9GZT6	CCDC90B CUA003 MDS011 MDS025	CC90B_HUMAN
Q9BXL6	CARD14 CARMA2	CAR14_HUMAN
Q9NXV6	CDKN2AIP CARF	CARF_HUMAN
Q6F5E8	CARMIL2 LRRC16C RLTPR	CARL2_HUMAN
P05814	CSN2 CASB	CASB_HUMAN
Q6TDU7	CASC1 LAS1 PPP1R54	CASC1_HUMAN
Q96PB1	CASD1 C7orf12 Nbla04196	CASD1_HUMAN
P07498	CSN3 CASK CSN10 CSNK	CASK_HUMAN
Q96LR7	C2orf50	CB050_HUMAN
Q8NDL9	AGBL5 CCP5	CBPC5_HUMAN
P16870	CPE	CBPE_HUMAN
Q8ND61	C3orf20	CC020_HUMAN
Q96M34	C3orf30	CC030_HUMAN
Q96BT1	C3orf49	CC049_HUMAN
Q6ZUJ4	C3orf62	CC062_HUMAN
P0CE67	C3orf79	CC079_HUMAN
Q8NEF3	CCDC112 MBC1	CC112_HUMAN
P13994	CCDC130 SB115	CC130_HUMAN
Q96JN2	CCDC136 KIAA1793 NAG6	CC136_HUMAN
Q8IYE0	CCDC146 KIAA1505	CC146_HUMAN
Q9UNH5	CDC14A	CC14A_HUMAN
Q8WUD4	CCDC12	CCD12_HUMAN
Q96LX7	CCDC17	CCD17_HUMAN
Q96HJ3	CCDC34 RAMA3 L15	CCD34_HUMAN
P55773	CCL23 MIP3 MPIF1 SCYA23	CCL23_HUMAN
P13500	CCL2 MCP1 SCYA2	CCL2_HUMAN
Q9NUG4	CCM2L C20orf160	CCM2L_HUMAN
O95067	CCNB2	CCNB2_HUMAN
O96020	CCNE2	CCNE2_HUMAN
Q16589	CCNG2	CCNG2_HUMAN
Q96S94	CCNL2 SB138	CCNL2_HUMAN
P32248	CCR7 CMKBR7 EBI1 EVI1	CCR7_HUMAN
Q9C0I3	CCSER1 FAM190A KIAA1680	CCSE1_HUMAN
O14618	CCS	CCS_HUMAN
Q6V702	C4orf22	CD022_HUMAN
Q5BLP8	C4orf48 Chr4_55	CD048_HUMAN
P15391	CD19	CD19_HUMAN
Q9NNX6	CD209 CLEC4L	CD209_HUMAN
P31358	CD52 CDW52 HE5	CD52_HUMAN
Q15078	CDK5R1 CDK5R NCK5A	CD5R1_HUMAN
P09564	CD7	CD7_HUMAN
P33681	CD80 CD28LG CD28LG1 LAB7	CD80_HUMAN
P01732	CD8A MAL	CD8A_HUMAN
P21926	CD9 MIC3 TSPAN29 GIG2	CD9_HUMAN
P60953	CDC42	CDC42_HUMAN
O75956	CDK2AP2 DOC1R	CDKA2_HUMAN
P46527	CDKN1B KIP1	CDN1B_HUMAN
P42773	CDKN2C CDKN6	CDN2C_HUMAN
Q16878	CDO1	CDO1_HUMAN
O14627	CDX4	CDX4_HUMAN
Q9Y232	CDYL CDYL1	CDYL1_HUMAN
Q52M75	LINC01554 C5orf27	CE027_HUMAN
A6NGY3	C5orf52	CE052_HUMAN
Q2M2E5	C5orf64	CE064_HUMAN
O94986	CEP152 KIAA0912	CE152_HUMAN
Q9UPV0	CEP164 KIAA1052 NPHP15	CE164_HUMAN
Q8TEP8	CEP192 KIAA1569 PP8407	CE192_HUMAN
Q9C0D2	CEP295 KIAA1731	CE295_HUMAN
Q6UY09	CEACAM20 UNQ9366/PRO34155	CEA20_HUMAN
Q3KPI0	CEACAM21 UNQ3098/PRO10075	CEA21_HUMAN
Q03701	CEBPZ CBF2	CEBPZ_HUMAN
P0C854	CECR9	CECR9_HUMAN
Q6PRD7	CEMP1 CP23	CEMP1_HUMAN
P0C671	C6orf222	CF222_HUMAN
H3BNL8	C6orf229	CF229_HUMAN
Q8NHU2	CFAP61 C20orf26	CFA61_HUMAN
P0CG36	CFC1B	CFC1B_HUMAN
P0CG37	CFC1	CFC1_HUMAN
Q9BPX7	C7orf25	CG025_HUMAN
Q96HJ9	C7orf55 HSPC268	CG055_HUMAN
A6NKQ9	CGB1	CGB1_HUMAN
P0DN87	CGB7	CGB7_HUMAN
Q96KT6	LINC00208 C8orf14 NCRNA00208	CH014_HUMAN
Q8TAG6	C8orf46	CH046_HUMAN
Q96NF6	C8orf49	CH049_HUMAN
Q6P1X6	C8orf82	CH082_HUMAN
P0DMQ9	C8orf89	CH089_HUMAN
Q86X55	CARM1 PRMT4	CARM1_HUMAN
P07711	CTSL CTSL1	CATL1_HUMAN
Q5NE16	CTSL3P CTSL3	CATL3_HUMAN
Q8N8R5	C2orf69	CB069_HUMAN
A6NCS6	C2orf72	CB072_HUMAN
Q6P9G0	CYB5D1	CB5D1_HUMAN
Q8N350	CBARP C19orf26	CBARP_HUMAN
P08185	SERPINA6 CBG	CBG_HUMAN
Q5RIA9	CBWD5	CBWD5_HUMAN
Q8WWL7	CCNB3 CYCB3	CCNB3_HUMAN
Q14094	CCNI	CCNI_HUMAN
O60583	CCNT2	CCNT2_HUMAN
P0C7X3	CCNYL3	CCYL3_HUMAN
Q6W349	LINC00575 C4orf11	CD011_HUMAN
Q8N8J7	C4orf32	CD032_HUMAN
C9J302	C4orf51	CD051_HUMAN
Q5M9N0	CCDC158	CD158_HUMAN
Q99467	CD180 LY64 RP105	CD180_HUMAN
P15813	CD1D	CD1D_HUMAN
P06729	CD2 SRBC	CD2_HUMAN
Q7L3B6	CDC37L1 CDC37B HARC	CD37L_HUMAN
P34810	CD68	CD68_HUMAN
P40259	CD79B B29 IGB	CD79B_HUMAN
P42081	CD86 CD28LG2	CD86_HUMAN
P48960	CD97	CD97_HUMAN
Q96Q40	CDK15 ALS2CR7 PFTK2	CDK15_HUMAN
P06493	CDK1 CDC2 CDC28A CDKN1 P34CDC2	CDK1_HUMAN
Q00532	CDKL1	CDKL1_HUMAN
Q92772	CDKL2	CDKL2_HUMAN
Q9H5L9	C5orf66	CE066_HUMAN
A8K010	LINC00473 C6orf176	CF176_HUMAN
Q8N319	C6orf223	CF223_HUMAN
Q9Y6A4	CFAP20 BUG22 C16orf80	CFA20_HUMAN
Q6ZQR2	CFAP77 C9orf171	CFA77_HUMAN
Q9UEE9	CFDP1 BCNT CENP-29	CFDP1_HUMAN
